		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010010  230  250  231  227  217  252  231  249  7.174272 0.517952 SUCCESS 126
111010100  229  292  239  226  221  251  236  260 15.996080 0.042436 SUCCESS 127
111010110  241  229  212  259  256  243  239  242  7.053527 0.530869 SUCCESS 128
111011000  219  248  260  253  232  268  223  204 15.889104 0.043995 SUCCESS 129
111011010  261  244  245  231  297  255  273  279 22.970699 0.003402 FAILURE 130
111011100  235  240  254  269  262  214  231  269 12.009373 0.150786 SUCCESS 131
111100000  248  237  244  221  243  221  241  240  4.928837 0.765154 SUCCESS 132
111100010  215  253  224  228  224  242  248  242  8.562841 0.380504 SUCCESS 133
111100100  249  241  248  260  262  251  251  237  3.242642 0.918221 SUCCESS 134
111100110  267  243  251  235  264  237  224  211 11.028583 0.200085 SUCCESS 135
111101000  230  239  214  226  262  224  229  229 11.201228 0.190556 SUCCESS 136
111101010  235  269  246  235  237  253  258  239  4.817624 0.776879 SUCCESS 137
111101100  246  240  252  248  233  272  221  188 19.840859 0.010955 SUCCESS 138
111101110  246  240  237  257  246  247  241  271  4.155644 0.842815 SUCCESS 139
111110000  232  230  264  260  255  233  223  247  7.160503 0.519419 SUCCESS 140
111110010  234  267  249  271  245  232  227  245  7.683732 0.464958 SUCCESS 141
111110100  211  245  225  230  265  232  248  231 10.309409 0.243978 SUCCESS 142
111110110  253  237  238  232  238  236  263  238  3.437529 0.903984 SUCCESS 143
111111000  244  241  248  241  248  255  234  249  1.246111 0.996165 SUCCESS 144
111111010  228  252  228  215  250  263  244  222  9.789357 0.280123 SUCCESS 145
111111100  241  247  261  238  226  250  271  237  6.254915 0.618701 SUCCESS 146
111111110  248  231  264  262  228  244  239  227  6.276098 0.616335 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  259  231  224  245  279  249  219  238 11.473434 0.176289 SUCCESS   0
000000011  255  225  213  232  244  246  235  281 12.906488 0.115108 SUCCESS   1
000000101  247  220  244  249  231  252  251  241  3.835776 0.871628 SUCCESS   2
000000111  236  245  213  231  242  257  231  285 13.646846 0.091447 SUCCESS   3
000001001  255  267  257  234  250  235  248  239  4.528471 0.806578 SUCCESS   4
000001011  235  237  264  262  247  234  265  247  5.945638 0.653321 SUCCESS   5
000001101  240  249  251  271  248  256  228  263  6.705061 0.568763 SUCCESS   6
000001111  230  237  224  238  248  242  221  264  6.957143 0.541264 SUCCESS   7
000010001  234  241  237  234  278  235  259  260  8.344653 0.400548 SUCCESS   8
000010011  256  240  253  240  225  245  237  247  2.878288 0.941762 SUCCESS   9
000010101  267  223  228  241  231  219  225  225 11.754113 0.162517 SUCCESS  10
000010111  224  264  232  253  253  242  255  256  5.797354 0.669919 SUCCESS  11
000011001  234  226  272  245  241  238  251  266  7.549218 0.478693 SUCCESS  12
000011011  246  244  258  234  240  272  239  248  4.803855 0.778320 SUCCESS  13
000011101  247  238  236  226  257  280  240  229  9.061709 0.337117 SUCCESS  14
000011111  223  224  232  243  255  224  210  262 12.739139 0.121146 SUCCESS  15
000100011  253  240  240  228  263  243  237  222  5.383220 0.715941 SUCCESS  16
000100101  230  256  270  240  268  227  249  234  8.543776 0.382230 SUCCESS  17
000100111  244  247  228  251  202  245  234  244  9.292608 0.318216 SUCCESS  18
000101001  236  245  233  246  227  266  232  231  5.444651 0.709164 SUCCESS  19
000101011  263  231  225  243  246  243  222  231  6.618209 0.578328 SUCCESS  20
000101101  244  256  234  270  265  212  240  236 10.438627 0.235579 SUCCESS  21
000101111  236  268  250  235  243  236  234  272  7.204988 0.514686 SUCCESS  22
000110011  237  236  269  234  246  255  265  234  6.347062 0.608417 SUCCESS  23
000110101  260  208  250  253  232  246  269  260 11.403529 0.179866 SUCCESS  24
000110111  240  253  252  237  244  262  236  239  2.628325 0.955478 SUCCESS  25
000111001  240  241  248  268  234  237  248  247  3.340085 0.911240 SUCCESS  26
000111011  247  226  241  233  263  261  238  226  6.259151 0.618228 SUCCESS  27
000111101  260  240  220  261  246  251  258  242  5.861964 0.662691 SUCCESS  28
000111111  243  246  241  254  251  241  226  235  2.460976 0.963526 SUCCESS  29
001000011  274  249  253  245  285  237  242  264 13.205173 0.104983 SUCCESS  30
001000101  225  226  234  264  232  219  224  261 11.269014 0.186917 SUCCESS  31
001000111  264  251  239  244  259  234  254  234  4.204366 0.838230 SUCCESS  32
001001011  232  243  272  264  236  226  266  254  9.705683 0.286294 SUCCESS  33
001001101  235  244  277  237  247  272  229  261 10.649401 0.222367 SUCCESS  34
001001111  249  234  238  233  202  252  219  271 14.733552 0.064538 SUCCESS  35
001010011  253  242  242  243  244  263  214  218  8.623214 0.375071 SUCCESS  36
001010101  249  255  228  222  246  223  241  247  5.759224 0.674182 SUCCESS  37
001010111  274  251  204  248  220  235  228  242 14.805575 0.063038 SUCCESS  38
001011011  202  250  239  275  263  211  272  229 22.233518 0.004501 FAILURE  39
001011101  230  229  252  227  246  247  275  263  8.917662 0.349289 SUCCESS  40
001011111  215  271  239  232  217  276  230  245 15.658205 0.047542 SUCCESS  41
001100101  267  234  236  242  237  257  272  248  7.222994 0.512776 SUCCESS  42
001100111  243  248  241  244  237  262  258  210  7.428473 0.491186 SUCCESS  43
001101011  259  235  282  245  232  235  254  258  9.575405 0.296100 SUCCESS  44
001101101  268  264  272  248  219  247  237  285 17.447140 0.025776 SUCCESS  45
001101111  242  243  244  268  239  249  239  252  3.025512 0.932746 SUCCESS  46
001110101  254  265  213  237  250  255  254  221  9.904807 0.271771 SUCCESS  47
001110111  232  257  228  243  250  281  257  218 11.933113 0.154213 SUCCESS  48
001111011  279  223  213  274  249  251  233  239 15.865802 0.044342 SUCCESS  49
001111101  259  243  224  255  242  234  233  254  4.550714 0.804338 SUCCESS  50
001111111  224  233  231  240  241  241  236  237  3.619706 0.889703 SUCCESS  51
010000011  239  237  246  235  248  241  245  264  2.475804 0.962850 SUCCESS  52
010000111  266  243  238  230  257  250  224  257  6.303636 0.613261 SUCCESS  53
010001011  238  251  243  217  240  216  248  279 12.121644 0.145858 SUCCESS  54
010001111  252  249  241  267  251  246  239  222  5.022044 0.755218 SUCCESS  55
010010011  231  259  250  267  240  262  199  258 14.898782 0.061144 SUCCESS  56
010010111  246  247  271  236  219  258  254  246  7.307727 0.503824 SUCCESS  57
010011011  246  229  253  229  247  245  205  246  8.825515 0.357229 SUCCESS  58
010011111  244  248  223  249  212  257  233  267  9.870913 0.274203 SUCCESS  59
010100011  250  242  271  245  236  256  261  236  5.591876 0.692841 SUCCESS  60
010100111  258  263  221  248  249  257  246  242  5.491255 0.704009 SUCCESS  61
010101011  229  258  242  243  253  230  247  247  3.058347 0.930643 SUCCESS  62
010101111  248  240  227  250  241  225  244  236  3.395162 0.907172 SUCCESS  63
010110011  255  262  257  266  252  223  246  269  9.374164 0.311721 SUCCESS  64
010110111  218  238  253  239  248  219  238  218  9.284134 0.318897 SUCCESS  65
010111011  233  246  270  205  232  227  267  249 14.044034 0.080625 SUCCESS  66
010111111  220  245  234  243  224  261  237  266  8.073506 0.426323 SUCCESS  67
011000111  235  251  228  261  253  233  248  224  5.498669 0.703187 SUCCESS  68
011001111  267  231  239  247  244  265  274  216 12.071864 0.148026 SUCCESS  69
011010111  273  235  269  242  236  206  266  237 15.205941 0.055263 SUCCESS  70
011011111  234  244  264  238  235  240  238  262  4.204366 0.838230 SUCCESS  71
011101111  224  245  241  233  251  287  239  224 12.100461 0.146778 SUCCESS  72
011111111  234  220  227  232  225  253  229  239  7.729276 0.460352 SUCCESS  73
100000000  259  231  224  245  279  249  219  238 11.473434 0.176289 SUCCESS  74
100010000  240  239  254  259  284  225  238  246  9.993777 0.265463 SUCCESS  75
100100000  238  258  234  243  239  243  235  256  2.481100 0.962606 SUCCESS  76
100101000  236  270  243  265  243  240  251  258  6.061087 0.640389 SUCCESS  77
100110000  258  255  252  275  216  244  237  224 10.900424 0.207405 SUCCESS  78
100111000  230  285  224  248  241  245  249  256 10.446041 0.235104 SUCCESS  79
101000000  252  217  235  226  250  265  215  252 10.973507 0.203205 SUCCESS  80
101000100  259  255  247  274  246  245  230  243  6.123578 0.633391 SUCCESS  81
101001000  226  221  252  228  243  259  211  268 13.028292 0.110880 SUCCESS  82
101001100  249  241  227  244  241  247  266  232  4.111159 0.846958 SUCCESS  83
101010000  258  220  231  241  218  238  223  270 11.830373 0.158934 SUCCESS  84
101010100  247  230  223  235  274  247  241  228  8.083038 0.425401 SUCCESS  85
101011000  268  227  247  263  197  231  269  247 17.996848 0.021250 SUCCESS  86
101011100  279  243  216  236  269  221  225  225 16.775627 0.032532 SUCCESS  87
101100000  248  226  274  263  234  239  235  243  7.649839 0.468400 SUCCESS  88
101100100  242  232  232  256  267  229  255  242  5.568574 0.695431 SUCCESS  89
101101000  243  225  245  240  262  253  234  259  4.689465 0.790192 SUCCESS  90
101101100  238  254  222  283  264  245  271  255 14.286583 0.074595 SUCCESS  91
101110000  214  244  234  249  276  237  250  250  9.191987 0.326360 SUCCESS  92
101110100  243  235  221  245  252  251  247  239  3.236287 0.918666 SUCCESS  93
101111000  276  235  250  228  243  249  258  226  8.218612 0.412412 SUCCESS  94
101111100  238  257  249  221  246  256  243  216  7.196515 0.515586 SUCCESS  95
110000000  255  244  217  245  259  244  262  243  5.918099 0.656406 SUCCESS  96
110000010  245  249  276  260  242  210  242  232 11.070950 0.197711 SUCCESS  97
110000100  247  259  235  235  236  236  256  266  4.862109 0.772207 SUCCESS  98
110001000  221  246  242  247  253  223  237  230  5.619414 0.689777 SUCCESS  99
110001010  226  251  242  229  253  252  242  231  3.925805 0.863755 SUCCESS 100
110010000  251  261  247  236  239  221  236  238  4.536945 0.805726 SUCCESS 101
110010010  267  227  254  234  226  240  247  257  6.508056 0.590514 SUCCESS 102
110010100  242  264  242  270  248  246  232  258  6.065324 0.639915 SUCCESS 103
110011000  248  243  244  260  244  240  257  232  2.534059 0.960124 SUCCESS 104
110011010  262  258  280  237  243  234  251  269 11.098489 0.196181 SUCCESS 105
110100000  244  219  215  220  250  252  250  279 14.442281 0.070941 SUCCESS 106
110100010  271  251  262  251  234  228  232  237  7.188041 0.516487 SUCCESS 107
110100100  215  224  258  255  241  256  230  245  8.113754 0.422438 SUCCESS 108
110101000  270  247  250  230  229  261  263  275 11.586765 0.170615 SUCCESS 109
110101010  227  233  237  256  281  254  247  228  9.889978 0.272833 SUCCESS 110
110101100  252  240  236  251  238  215  259  272  8.796917 0.359717 SUCCESS 111
110110000  216  263  254  272  255  241  260  218 13.067481 0.109549 SUCCESS 112
110110010  244  243  251  220  256  265  235  264  7.141438 0.521452 SUCCESS 113
110110100  239  243  266  256  246  268  238  240  5.402285 0.713840 SUCCESS 114
110111000  217  238  259  261  279  244  240  239 10.756377 0.215889 SUCCESS 115
110111010  254  228  242  224  256  250  244  227  5.235995 0.732081 SUCCESS 116
110111100  260  221  234  248  261  271  256  231  9.425004 0.307720 SUCCESS 117
111000000  243  256  235  224  249  272  248  263  7.637129 0.469694 SUCCESS 118
111000010  223  277  201  236  265  242  264  234 18.601632 0.017142 SUCCESS 119
111000100  237  255  251  246  224  240  247  227  3.996769 0.857415 SUCCESS 120
111000110  258  266  233  256  229  234  248  255  5.932928 0.654745 SUCCESS 121
111001000  252  237  241  243  218  233  225  227  6.732599 0.565739 SUCCESS 122
111001010  240  259  227  251  209  207  243  231 14.253749 0.075387 SUCCESS 123
111001100  260  255  253  252  238  257  246  224  4.757252 0.783178 SUCCESS 124
111010000  224  225  201  228  242  251  245  244 12.469051 0.131471 SUCCESS 125
111010010  246  245  245  253  243  262  223  260  4.672518 0.791935 SUCCESS 126
111010100  270  226  237  225  228  257  259  262 10.088043 0.258901 SUCCESS 127
111010110  236  239  237  230  283  235  259  244  9.144324 0.330268 SUCCESS 128
111011000  213  245  242  264  243  227  236  229  8.296990 0.405010 SUCCESS 129
111011010  242  227  253  250  231  255  241  247  3.048814 0.931257 SUCCESS 130
111011100  225  252  225  247  235  230  237  254  5.223285 0.733466 SUCCESS 131
111100000  264  239  263  240  261  261  237  240  6.066383 0.639796 SUCCESS 132
111100010  233  252  244  235  230  244  234  230  3.264884 0.916652 SUCCESS 133
111100100  244  237  261  246  228  253  237  244  3.086944 0.928783 SUCCESS 134
111100110  246  248  272  246  236  234  233  241  4.665104 0.792697 SUCCESS 135
111101000  245  232  224  251  223  221  241  246  6.754842 0.563300 SUCCESS 136
111101010  255  241  247  231  257  262  241  235  3.757397 0.878322 SUCCESS 137
111101100  236  241  232  265  257  262  251  241  5.087712 0.748162 SUCCESS 138
111101110  248  242  218  258  239  254  232  244  4.937310 0.764255 SUCCESS 139
111110000  247  265  235  245  244  271  250  257  6.145820 0.630902 SUCCESS 140
111110010  238  218  250  234  232  255  246  220  7.235704 0.511429 SUCCESS 141
111110100  243  248  237  228  211  255  232  258  7.973944 0.436020 SUCCESS 142
111110110  240  241  242  277  249  266  247  245  6.877705 0.549883 SUCCESS 143
111111000  225  260  240  256  225  237  267  258  8.084097 0.425299 SUCCESS 144
111111010  256  235  250  218  235  270  227  254  8.832929 0.356585 SUCCESS 145
111111100  209  250  230  253  217  244  233  249 10.294580 0.244956 SUCCESS 146
111111110  234  220  227  232  225  253  229  239  7.729276 0.460352 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  264  253  243  227  242  214  254  250  7.678436 0.465495 SUCCESS   0
000000011  246  234  227  216  241  238  252  245  5.509261 0.702014 SUCCESS   1
000000101  301  221  261  241  241  245  247  247 17.332749 0.026825 SUCCESS   2
000000111  251  210  242  246  250  228  232  241  7.080006 0.528026 SUCCESS   3
000001001  225  234  230  252  228  225  244  237  5.958348 0.651898 SUCCESS   4
000001011  270  252  260  255  225  243  256  255  7.321497 0.502376 SUCCESS   5
000001101  236  278  233  236  265  251  251  258  9.007692 0.341648 SUCCESS   6
000001111  251  223  245  237  282  254  232  248  9.486435 0.302935 SUCCESS   7
000010001  228  249  234  229  221  243  244  248  4.940488 0.763918 SUCCESS   8
000010011  229  254  258  254  220  247  246  246  5.141729 0.742326 SUCCESS   9
000010101  247  212  239  243  232  265  241  249  7.135083 0.522131 SUCCESS  10
000010111  250  243  263  257  240  231  237  251  3.580516 0.892852 SUCCESS  11
000011001  253  239  233  256  239  254  252  243  2.359296 0.967970 SUCCESS  12
000011011  254  277  253  236  262  266  242  242  9.024638 0.340222 SUCCESS  13
000011101  234  216  268  240  240  240  223  239  8.418794 0.393666 SUCCESS  14
000011111  240  234  260  240  251  255  234  246  2.796732 0.946459 SUCCESS  15
000100011  218  249  226  258  256  242  221  245  8.085156 0.425196 SUCCESS  16
000100101  223  220  223  265  256  247  255  257  9.929167 0.270033 SUCCESS  17
000100111  235  253  269  253  237  238  227  267  7.475076 0.486346 SUCCESS  18
000101001  263  251  228  243  224  235  265  235  7.084243 0.527571 SUCCESS  19
000101011  245  242  247  252  241  279  260  249  6.682818 0.571208 SUCCESS  20
000101101  269  232  252  261  268  237  264  247  9.052177 0.337914 SUCCESS  21
000101111  253  240  257  249  227  246  228  259  4.505170 0.808916 SUCCESS  22
000110011  266  256  238  238  223  243  239  230  5.795236 0.670156 SUCCESS  23
000110101  244  279  234  258  252  258  237  233  8.220730 0.412211 SUCCESS  24
000110111  250  248  219  216  251  273  260  279 16.188848 0.039756 SUCCESS  25
000111001  228  251  252  223  249  242  243  219  6.254915 0.618701 SUCCESS  26
000111011  244  239  269  234  243  223  213  223 11.058240 0.198421 SUCCESS  27
000111101  241  245  255  221  232  238  224  233  5.833366 0.665891 SUCCESS  28
000111111  242  225  244  238  230  231  249  232  4.026426 0.854731 SUCCESS  29
001000011  283  246  245  214  252  245  222  217 15.722815 0.046524 SUCCESS  30
001000101  249  236  233  242  258  250  219  234  4.994505 0.758163 SUCCESS  31
001000111  222  223  209  250  249  235  247  234 10.260687 0.247204 SUCCESS  32
001001011  249  233  215  256  252  236  250  234  5.939283 0.654033 SUCCESS  33
001001101  241  257  242  249  266  240  251  245  3.166382 0.923486 SUCCESS  34
001001111  219  248  275  254  248  225  215  258 13.212587 0.104741 SUCCESS  35
001010011  259  226  250  276  252  239  250  225  8.849876 0.355118 SUCCESS  36
001010101  222  206  242  225  240  238  246  261 11.253127 0.187765 SUCCESS  37
001010111  242  231  243  256  232  255  264  232  4.772080 0.781636 SUCCESS  38
001011011  253  246  225  254  255  254  248  255  3.790232 0.875536 SUCCESS  39
001011101  240  245  267  271  273  232  247  256 10.139942 0.255341 SUCCESS  40
001011111  258  235  250  236  250  249  238  246  2.015067 0.980546 SUCCESS  41
001100101  258  258  218  223  248  268  250  261 10.244799 0.248263 SUCCESS  42
001100111  260  242  259  226  246  229  254  228  5.914922 0.656761 SUCCESS  43
001101011  232  277  237  261  272  269  251  224 14.452873 0.070699 SUCCESS  44
001101101  265  302  250  259  227  247  216  233 22.273767 0.004433 FAILURE  45
001101111  249  243  230  248  246  264  270  266  7.567223 0.476843 SUCCESS  46
001110101  243  236  229  245  234  262  252  241  3.349618 0.910542 SUCCESS  47
001110111  220  251  247  233  236  259  239  233  5.078179 0.749188 SUCCESS  48
001111011  225  235  271  246  226  222  224  263 11.668321 0.166627 SUCCESS  49
001111101  242  230  254  255  255  238  230  248  3.347499 0.910698 SUCCESS  50
001111111  246  240  255  241  218  230  261  252  5.835484 0.665654 SUCCESS  51
010000011  244  237  246  213  260  261  229  236  7.857435 0.447519 SUCCESS  52
010000111  246  243  253  228  242  235  234  237  2.476864 0.962801 SUCCESS  53
010001011  237  223  253  248  254  262  243  254  4.688406 0.790301 SUCCESS  54
010001111  207  248  246  249  241  211  263  242 12.237094 0.140935 SUCCESS  55
010010011  232  225  248  242  228  262  243  229  5.685083 0.682459 SUCCESS  56
010010111  236  247  239  242  252  236  244  243  0.992970 0.998292 SUCCESS  57
010011011  245  278  263  235  253  257  266  238  9.949292 0.268603 SUCCESS  58
010011111  227  240  245  251  231  221  236  242  4.812328 0.777434 SUCCESS  59
010100011  225  239  227  217  233  244  232  235  7.520620 0.481639 SUCCESS  60
010100111  233  229  243  265  250  222  259  241  6.544067 0.586524 SUCCESS  61
010101011  250  250  256  233  244  218  232  262  6.282453 0.615625 SUCCESS  62
010101111  245  247  254  246  229  228  238  242  2.715176 0.950942 SUCCESS  63
010110011  249  245  250  246  235  250  248  253  1.161377 0.997009 SUCCESS  64
010110111  255  235  237  259  226  251  247  242  3.652540 0.887034 SUCCESS  65
010111011  241  241  258  258  252  236  231  265  4.832453 0.775325 SUCCESS  66
010111111  233  246  242  240  234  245  235  241  1.462181 0.993318 SUCCESS  67
011000111  243  241  234  231  247  242  235  227  2.860282 0.942817 SUCCESS  68
011001111  262  231  259  228  230  220  246  246  7.463425 0.487554 SUCCESS  69
011010111  256  238  248  233  267  256  230  243  5.009334 0.756578 SUCCESS  70
011011111  271  261  262  264  233  247  260  282 14.998344 0.059178 SUCCESS  71
011101111  233  240  248  247  246  221  257  239  3.789172 0.875626 SUCCESS  72
011111111  254  237  274  231  236  229  252  250  6.797209 0.558662 SUCCESS  73
100000000  264  253  243  227  242  214  254  250  7.678436 0.465495 SUCCESS  74
100010000  260  244  218  226  219  222  254  214 14.357547 0.072909 SUCCESS  75
100100000  247  238  247  230  247  260  263  239  3.797646 0.874903 SUCCESS  76
100101000  261  231  240  252  241  268  245  235  5.083475 0.748618 SUCCESS  77
100110000  243  255  228  236  221  246  246  245  4.186360 0.839930 SUCCESS  78
100111000  244  230  227  250  263  230  235  226  6.333293 0.609952 SUCCESS  79
101000000  274  197  257  241  238  256  247  239 14.836291 0.062408 SUCCESS  80
101000100  277  230  245  239  251  246  243  245  5.762402 0.673827 SUCCESS  81
101001000  248  267  233  250  260  246  234  247  4.503051 0.809128 SUCCESS  82
101001100  262  247  246  239  248  227  244  225  4.370655 0.822230 SUCCESS  83
101010000  224  231  226  250  244  243  260  235  5.409699 0.713023 SUCCESS  84
101010100  223  219  236  245  255  231  253  245  6.415908 0.600749 SUCCESS  85
101011000  213  261  235  241  248  264  247  270 10.313645 0.243699 SUCCESS  86
101011100  253  231  237  257  272  232  237  250  6.257033 0.618465 SUCCESS  87
101100000  257  260  260  247  266  259  234  244  6.271861 0.616808 SUCCESS  88
101100100  234  258  242  244  242  238  268  228  4.963789 0.761439 SUCCESS  89
101101000  264  235  246  227  213  268  245  252 10.068978 0.260218 SUCCESS  90
101101100  265  254  240  285  261  246  239  235 11.095311 0.196357 SUCCESS  91
101110000  238  250  235  255  243  239  233  236  2.079676 0.978471 SUCCESS  92
101110100  259  263  252  264  277  239  234  263 11.016933 0.200742 SUCCESS  93
101111000  246  246  249  233  240  224  231  233  3.697025 0.883373 SUCCESS  94
101111100  234  249  261  241  231  248  244  225  4.125988 0.845581 SUCCESS  95
110000000  242  241  218  222  252  243  235  261  6.853344 0.552535 SUCCESS  96
110000010  226  255  252  235  219  243  241  252  5.492314 0.703891 SUCCESS  97
110000100  245  223  230  237  239  252  248  236  3.671605 0.885471 SUCCESS  98
110001000  220  246  216  261  251  237  214  213 15.402946 0.051768 SUCCESS  99
110001010  235  244  234  268  236  231  265  245  6.061087 0.640389 SUCCESS 100
110010000  282  216  269  212  242  238  254  231 17.743707 0.023232 SUCCESS 101
110010010  236  243  261  228  252  271  275  226 11.346334 0.182837 SUCCESS 102
110010100  252  249  242  264  233  275  255  211 11.768942 0.161815 SUCCESS 103
110011000  263  252  208  252  257  236  242  260  9.632600 0.291765 SUCCESS 104
110011010  238  276  260  252  258  286  227  263 16.790456 0.032367 SUCCESS 105
110100000  257  231  246  236  229  249  232  248  3.483073 0.900499 SUCCESS 106
110100010  270  249  279  234  253  265  239  266 12.842938 0.117369 SUCCESS 107
110100100  266  250  254  261  257  239  243  242  4.631211 0.796167 SUCCESS 108
110101000  222  226  240  229  241  257  239  229  6.331175 0.610188 SUCCESS 109
110101010  251  263  250  253  259  211  239  246  7.901920 0.443109 SUCCESS 110
110101100  245  261  228  256  234  239  271  258  7.329970 0.501486 SUCCESS 111
110110000  247  245  254  275  258  255  230  249  6.752724 0.563532 SUCCESS 112
110110010  248  265  243  268  257  249  217  220 10.716129 0.218308 SUCCESS 113
110110100  264  266  277  222  219  277  219  245 20.284650 0.009311 FAILURE 114
110111000  241  246  229  247  231  243  230  220  5.106777 0.746105 SUCCESS 115
110111010  262  256  240  256  243  241  226  276  8.363718 0.398771 SUCCESS 116
110111100  257  214  259  246  240  254  257  230  7.532271 0.480438 SUCCESS 117
111000000  244  231  237  235  231  239  215  255  6.233731 0.621069 SUCCESS 118
111000010  221  226  246  223  264  245  238  238  7.557691 0.477822 SUCCESS 119
111000100  238  222  246  259  267  235  209  221 13.247540 0.103612 SUCCESS 120
111000110  244  265  196  216  249  252  245  244 15.376467 0.052226 SUCCESS 121
111001000  288  227  272  212  243  228  239  249 18.381325 0.018542 SUCCESS 122
111001010  240  214  248  260  194  222  263  229 20.245461 0.009446 FAILURE 123
111001100  235  232  219  260  263  249  261  257  8.236617 0.410705 SUCCESS 124
111010000  254  249  279  241  249  247  243  267  8.066091 0.427041 SUCCESS 125
111010010  257  208  249  250  252  249  235  232  7.817187 0.451529 SUCCESS 126
111010100  216  222  244  213  253  236  250  233 10.813572 0.212488 SUCCESS 127
111010110  260  262  253  240  246  241  260  255  4.452211 0.814195 SUCCESS 128
111011000  214  248  251  252  257  219  227  245  8.993922 0.342809 SUCCESS 129
111011010  238  246  272  224  232  241  233  246  6.385192 0.604168 SUCCESS 130
111011100  237  209  252  253  232  238  236  242  7.119196 0.523829 SUCCESS 131
111100000  256  250  241  259  219  231  217  239  8.355244 0.399560 SUCCESS 132
111100010  248  233  248  254  251  232  248  232  2.574307 0.958176 SUCCESS 133
111100100  279  245  272  219  255  251  232  228 13.548343 0.094324 SUCCESS 134
111100110  225  234  225  298  237  244  234  244 16.480119 0.036002 SUCCESS 135
111101000  265  258  285  257  252  252  259  276 16.210032 0.039471 SUCCESS 136
111101010  207  239  239  251  248  210  257  235 12.314413 0.137717 SUCCESS 137
111101100  239  268  246  241  245  252  242  235  3.220399 0.919774 SUCCESS 138
111101110  223  225  249  240  240  202  234  236 11.917225 0.154935 SUCCESS 139
111110000  219  254  268  241  239  232  247  266  8.340416 0.400943 SUCCESS 140
111110010  255  249  250  254  212  239  246  218  8.551190 0.381558 SUCCESS 141
111110100  265  246  266  259  247  251  245  260  6.132051 0.632443 SUCCESS 142
111110110  235  249  245  236  250  249  227  245  2.229018 0.973173 SUCCESS 143
111111000  260  248  244  260  217  232  242  258  6.773907 0.561211 SUCCESS 144
111111010  231  258  259  261  241  219  285  260 14.551375 0.068479 SUCCESS 145
111111100  259  247  253  253  210  253  252  251  7.370218 0.497266 SUCCESS 146
111111110  254  237  274  231  236  229  252  250  6.797209 0.558662 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  224  253  249  230  268  265  244  248  7.320437 0.502487 SUCCESS   0
000000011  232  270  247  225  276  241  235  254 10.155829 0.254259 SUCCESS   1
000000101  242  243  268  236  258  233  237  261  5.480663 0.705181 SUCCESS   2
000000111  223  248  240  249  257  241  218  241  5.803709 0.669209 SUCCESS   3
000001001  252  233  255  253  230  246  232  252  3.367624 0.909217 SUCCESS   4
000001011  228  228  237  246  244  249  236  252  3.076353 0.929475 SUCCESS   5
000001101  245  249  257  242  269  223  255  237  6.053673 0.641220 SUCCESS   6
000001111  244  234  238  240  249  234  236  245  1.483364 0.992981 SUCCESS   7
000010001  224  235  267  235  254  239  252  224  7.141438 0.521452 SUCCESS   8
000010011  236  234  246  256  262  251  241  220  5.387456 0.715474 SUCCESS   9
000010101  254  241  228  246  239  228  259  253  4.055023 0.852125 SUCCESS  10
000010111  237  270  209  240  245  245  251  252  8.820219 0.357688 SUCCESS  11
000011001  227  251  215  229  219  233  239  243  9.321205 0.315928 SUCCESS  12
000011011  246  267  259  256  268  240  273  246  9.801008 0.279271 SUCCESS  13
000011101  235  247  201  255  240  244  225  226 11.781652 0.161215 SUCCESS  14
000011111  270  224  267  227  262  240  243  261 10.649401 0.222367 SUCCESS  15
000100011  248  233  249  250  248  212  258  233  6.610795 0.579146 SUCCESS  16
000100101  250  226  251  239  213  251  249  217  9.372045 0.311889 SUCCESS  17
000100111  253  256  236  240  253  252  240  241  1.992824 0.981231 SUCCESS  18
000101001  230  260  260  250  223  229  242  249  6.106631 0.635289 SUCCESS  19
